title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;543.370;105.100;106.420;105.340;0.239(0.227%);5794.110
UNROLL4;1.250;0.001;0.000;80;100;962.959;36.630;37.900;36.770;0.212(0.577%);16599.309
UNROLL8;1.250;0.001;0.000;80;100;1268.082;35.120;227.110;41.128;33.389(81.184%);14840.337
