title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1374.494;105.130;108.500;105.399;0.575(0.546%);5790.878
UNROLL4;1.250;0.001;0.000;80;100;279.377;36.620;114.580;39.225;13.534(34.503%);15560.329
UNROLL8;1.250;0.001;0.000;80;100;646.984;35.130;36.330;35.272;0.207(0.588%);17304.227
