title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;351.351;68.370;75.340;68.818;1.201(1.745%);8869.045
UNROLL4;1.250;0.001;0.000;80;100;284.147;24.280;26.450;24.490;0.384(1.569%);24922.173
UNROLL8;1.250;0.001;0.000;80;100;260.042;21.330;26.130;21.557;0.834(3.869%);28313.421
