title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;328.870;25.100;28.810;25.296;0.635(2.512%);24128.614
UNROLL4;1.250;0.001;0.000;80;100;456.203;17.520;19.230;17.645;0.294(1.668%);34591.515
UNROLL8;1.250;0.001;0.000;80;100;227.526;37.360;39.140;37.515;0.302(0.804%);16269.731
