title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;531.535;105.090;106.650;105.323;0.276(0.262%);5795.027
UNROLL4;1.250;0.001;0.000;80;100;243.028;29.010;30.150;29.148;0.194(0.664%);20939.392
UNROLL8;1.250;0.001;0.000;80;100;385.567;17.030;18.010;17.125;0.171(0.996%);35641.282
