title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1068.517;332.370;478.400;336.916;25.401(7.539%);1811.582
UNROLL4;1.250;0.001;0.000;80;100;715.758;178.600;180.620;178.888;0.364(0.203%);3411.911
UNROLL8;1.250;0.001;0.000;80;100;291.968;161.330;165.490;161.698;0.700(0.433%);3774.642
