title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;536.870;24.810;31.190;25.082;1.099(4.380%);24334.129
UNROLL4;1.250;0.001;0.000;80;100;295.157;15.850;20.820;16.099;0.889(5.521%);37912.889
UNROLL8;1.250;0.001;0.000;80;100;724.514;36.900;40.180;37.088;0.561(1.513%);16456.901
