title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1894.708;105.490;107.510;105.751;0.347(0.328%);5771.613
UNROLL4;1.250;0.001;0.000;80;100;441.229;37.010;38.240;37.153;0.209(0.563%);16427.909
UNROLL8;1.250;0.001;0.000;80;100;234.318;35.110;36.650;35.272;0.260(0.737%);17303.930
