title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;605.390;69.580;73.600;69.882;0.687(0.983%);8734.054
UNROLL4;1.250;0.001;0.000;80;100;756.086;28.590;29.560;28.720;0.165(0.576%);21251.795
UNROLL8;1.250;0.001;0.000;80;100;1920.921;17.040;18.340;17.126;0.223(1.302%);35638.129
