title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;4080.019;84.860;87.620;85.137;0.471(0.553%);7169.029
UNROLL4;1.250;0.001;0.000;80;100;4499.689;37.070;38.340;37.209;0.220(0.591%);16403.425
UNROLL8;1.250;0.001;0.000;80;100;2450.781;37.050;38.620;37.236;0.297(0.798%);16391.544
CBLAS;1.250;0.001;0.000;80;100;1726.672;100.880;169.360;104.236;13.118(12.585%);5855.474
