title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;618.410;105.480;106.950;105.725;0.260(0.245%);5772.986
UNROLL4;1.250;0.001;0.000;80;100;589.956;36.990;38.420;37.151;0.243(0.655%);16429.115
UNROLL8;1.250;0.001;0.000;80;100;144.134;35.110;36.810;35.273;0.288(0.815%);17303.781
