title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;405.446;335.170;425.580;338.027;15.719(4.650%);1805.628
UNROLL4;1.250;0.001;0.000;80;100;273.872;178.590;180.710;178.880;0.370(0.207%);3412.078
UNROLL8;1.250;0.001;0.000;80;100;442.405;161.330;163.750;161.641;0.412(0.255%);3775.965
