title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;303.783;105.090;106.520;105.322;0.253(0.240%);5795.077
UNROLL4;1.250;0.001;0.000;80;100;163.367;29.000;31.790;29.195;0.477(1.634%);20906.356
UNROLL8;1.250;0.001;0.000;80;100;270.100;17.020;18.150;17.116;0.191(1.116%);35658.950
