title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;392.738;105.100;276.490;114.642;36.652(31.971%);5324.001
UNROLL4;1.250;0.001;0.000;80;100;260.555;36.630;37.690;36.772;0.177(0.482%);16598.488
UNROLL8;1.250;0.001;0.000;80;100;214.321;35.120;36.360;35.268;0.224(0.634%);17306.012
