title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;3610.728;400.020;14281.060;825.443;2415.663(292.650%);739.423
UNROLL4;1.250;0.001;0.000;80;100;1206.715;262.860;282.410;263.632;3.386(1.284%);2315.164
UNROLL8;1.250;0.001;0.000;80;100;2791.770;251.510;257.190;251.831;0.966(0.384%);2423.653
CBLAS;1.250;0.001;0.000;80;100;1285.171;109.260;155.740;110.880;8.054(7.264%);5504.614
