title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;396.609;69.590;72.450;69.853;0.495(0.709%);8737.691
UNROLL4;1.250;0.001;0.000;80;100;319.278;28.610;29.670;28.737;0.188(0.656%);21239.470
UNROLL8;1.250;0.001;0.000;80;100;329.599;17.030;17.880;17.124;0.157(0.916%);35643.805
