title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;31056.211;28.160;31.930;28.372;0.644(2.270%);21512.829
UNROLL4;1.250;0.001;0.000;80;100;363.255;15.850;19.660;16.028;0.657(4.099%);38079.180
UNROLL8;1.250;0.001;0.000;80;100;416.605;36.890;40.160;37.086;0.556(1.500%);16457.843
