title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;2570.380;105.940;107.260;106.182;0.237(0.223%);5748.141
UNROLL4;1.250;0.001;0.000;80;100;1334.969;37.050;38.260;37.208;0.201(0.540%);16403.959
UNROLL8;1.250;0.001;0.000;80;100;5170.883;37.240;38.710;37.435;0.252(0.672%);16304.104
CBLAS;1.250;0.001;0.000;80;100;4605.929;100.870;136.010;102.135;6.083(5.956%);5975.938
