title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;515.214;105.120;106.490;105.362;0.267(0.253%);5792.877
UNROLL4;1.250;0.001;0.000;80;100;405.440;36.620;351.780;61.070;78.647(128.781%);9994.245
UNROLL8;1.250;0.001;0.000;80;100;734.684;35.130;36.050;35.266;0.159(0.450%);17307.201
