title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;2360.547;400.000;401.950;400.235;0.330(0.082%);1524.984
UNROLL4;1.250;0.001;0.000;80;100;5354.409;276.170;349.050;278.530;12.662(4.546%);2191.334
UNROLL8;1.250;0.001;0.000;80;100;3009.318;258.100;260.850;258.327;0.468(0.181%);2362.707
CBLAS;1.250;0.001;0.000;80;100;9790.493;61.490;21324.170;705.982;3701.327(524.281%);864.543
