title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;6801.379;105.500;107.370;105.752;0.322(0.305%);5771.514
UNROLL4;1.250;0.001;0.000;80;100;17749.685;64.730;66.520;64.940;0.303(0.466%);9398.656
UNROLL8;1.250;0.001;0.000;80;100;4592.573;64.780;66.520;64.983;0.300(0.461%);9392.476
CBLAS;1.250;0.001;0.000;80;100;879.596;103.840;153.760;105.475;8.669(8.219%);5786.719
