title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;22959.579;80.490;83.010;80.770;0.444(0.549%);7556.690
UNROLL4;1.250;0.001;0.000;80;100;1791.876;35.680;37.640;35.848;0.339(0.947%);17026.156
UNROLL8;1.250;0.001;0.000;80;100;873.754;39.510;42.000;40.000;0.379(0.947%);15258.905
CBLAS;1.250;0.001;0.000;80;100;2867.201;100.070;130.970;101.192;5.347(5.284%);6031.630
