title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;4183.582;399.290;402.640;399.840;0.531(0.133%);1526.490
UNROLL4;1.250;0.001;0.000;80;100;1422.645;275.380;277.240;275.538;0.324(0.118%);2215.123
UNROLL8;1.250;0.001;0.000;80;100;2420.757;258.090;553.230;267.281;51.335(19.206%);2283.556
CBLAS;1.250;0.001;0.000;80;100;4294.800;106.230;146.410;107.676;6.956(6.460%);5668.421
