title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1346.672;52.150;57.260;52.429;0.871(1.662%);11641.468
UNROLL4;1.250;0.001;0.000;80;100;8283.028;34.550;38.240;34.761;0.634(1.823%);17558.409
UNROLL8;1.250;0.001;0.000;80;100;2887.585;35.920;43.520;36.271;1.312(3.617%);16827.438
CBLAS;1.250;0.001;0.000;80;100;7122.685;58.290;20111.010;666.096;3490.704(524.054%);916.312
