title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;75154.131;136.810;138.670;137.216;0.394(0.287%);4448.116
UNROLL4;1.250;0.001;0.000;80;100;16166.370;64.760;65.760;64.947;0.186(0.286%);9397.735
UNROLL8;1.250;0.001;0.000;80;100;5008.537;64.810;66.610;65.029;0.318(0.489%);9385.823
CBLAS;1.250;0.001;0.000;80;100;1744.931;60.300;19789.890;658.345;3434.449(521.679%);927.099
