title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;2554.671;400.430;535.150;404.735;23.412(5.785%);1508.027
UNROLL4;1.250;0.001;0.000;80;100;1969.146;261.660;264.200;261.955;0.427(0.163%);2329.985
UNROLL8;1.250;0.001;0.000;80;100;2445.719;254.920;259.930;255.213;0.852(0.334%);2391.535
CBLAS;1.250;0.001;0.000;80;100;5014.708;109.270;255.970;117.805;29.491(25.034%);5181.026
