title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;27472.837;80.520;84.770;80.862;0.731(0.904%);7548.053
UNROLL4;1.250;0.001;0.000;80;100;1745.623;35.690;37.210;35.852;0.262(0.730%);17024.429
UNROLL8;1.250;0.001;0.000;80;100;1440.904;39.230;44.560;39.530;0.911(2.304%);15440.212
CBLAS;1.250;0.001;0.000;80;100;2248.397;100.060;143.810;101.594;7.580(7.461%);6007.738
