title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;3319.687;106.030;107.630;106.266;0.281(0.265%);5743.617
UNROLL4;1.250;0.001;0.000;80;100;3321.290;37.060;38.220;37.203;0.192(0.516%);16405.830
UNROLL8;1.250;0.001;0.000;80;100;7478.420;37.240;38.360;37.416;0.185(0.494%);16312.423
CBLAS;1.250;0.001;0.000;80;100;5237.001;100.870;139.300;102.235;6.655(6.510%);5970.093
