title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;4098.136;67.480;71.190;67.762;0.627(0.925%);9007.348
UNROLL4;1.250;0.001;0.000;80;100;1187.870;34.330;36.440;34.547;0.363(1.051%);17667.297
UNROLL8;1.250;0.001;0.000;80;100;11935.666;36.340;39.510;36.642;0.547(1.492%);16657.102
CBLAS;1.250;0.001;0.000;80;100;4027.263;59.900;19810.020;658.522;3438.031(522.083%);926.851
