title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1816.916;84.700;250.760;90.154;28.836(31.985%);6770.081
UNROLL4;1.250;0.001;0.000;80;100;14265.737;37.070;38.170;37.210;0.188(0.504%);16402.891
UNROLL8;1.250;0.001;0.000;80;100;4337.349;37.050;38.410;37.195;0.230(0.618%);16409.305
CBLAS;1.250;0.001;0.000;80;100;3935.908;100.880;149.000;102.518;8.345(8.140%);5953.611
