title;KiB;MiB;GiB;n;r;d;min;max;mean;stddev(%);MiB/s
BASE;1.250;0.001;0.000;80;100;1800.135;105.510;274.390;114.255;34.606(30.289%);5342.005
UNROLL4;1.250;0.001;0.000;80;100;1192.299;64.750;66.160;64.932;0.240(0.369%);9399.840
UNROLL8;1.250;0.001;0.000;80;100;2599.402;64.760;66.470;64.990;0.309(0.475%);9391.469
CBLAS;1.250;0.001;0.000;80;100;2079.572;100.980;144.580;102.515;7.553(7.368%);5953.752
